Key,Value
-X--X-O--,0.328346366097561
-X----O--,0.20928418475817928
XX-OX-OXO,1
XX-O--OXO,0.6639606557377049
XX----OXO,0.37462825000000005
XX----O-O,0.3624547727272728
XX----O--,0.3226466007594937
XXX-O-O--,1
-XX-O-O--,0.42631276388888895
-XX-O----,0.2996589060913706
OXOOXXXXO,0.1
O-OOXXXXO,0.010000000000000002
O--OXXXXO,0.0010000000000000002
O--O-XXXO,7.01492537313433e-05
O----XXXO,4.0000000000000015e-06
O----X-XO,0.14019258461538464
XX--OO--X,0.1316275
-OXXXXOO-,1
-OX-XXOO-,0.6195012987012987
-OX-XX-O-,0.64800175
-OX-X----,0.40798956159601
XOX-OOXOX,0
XOX--OXOX,0.0005000000000000001
XO---OXOX,0.508083870967742
XO----XO-,0.3807460677966102
-XOOOXOXX,0
-XOOOX-XX,0.0005223880597014927
-XOOOX-X-,6.724137931034485e-05
-X-OOX-X-,4.597701149425289e-06
-X-OO--X-,0.09318063909774438
OXOXOXXOX,0.1
O-OXOXXOX,0.010000000000000002
O-OX-XXOX,0.0004933333333333335
O-OX--XOX,6.666666666666668e-05
O-OX--X-X,0.14817475609756098
O-----X-X,0.3198081283018868
XOXXOXOO-,0
X-XXOXOO-,0
X-X-OXOO-,0.5019230769230769
X-X--XOO-,0.32400076923076926
X--O-OX-X,0.3661652054794521
X--O-O--X,0.46726423270440254
---O----X,0.3171201579349364
OOO-X-X-X,0
-OO-X-X-X,0.3738479120879121
-OO---X-X,0.40439200000000003
XOOXXOX--,1
-OOXXOX--,0.45001458333333333
-O-XXOX--,0.4473158208955224
-O-X-OX--,0.45165821052631583
-O-X--X--,0.3717000144927537
OXXXOOOX-,0.010000000000000002
OXXXOO-X-,0.0006265060240963857
OX-XOO-X-,7.076923076923079e-05
-X-XOO-X-,5.6578947368421075e-06
---XOO-X-,0.1363602805755396
---X-O-X-,0.11289506832917708
XOXXXOOXO,0.1
XOXX-OOXO,0.010000000000000002
XOXX-OOX-,0.0010000000000000002
XOX--OOX-,0.00010000000000000003
X-X--OOX-,0.24488976744186047
------OX-,0.15525488125000003
OOX-XXO-X,1
OOX-XXO--,0.5901819672131148
