Key,Value
-O-X--X--,0.3371194316489362
OXXXXOOOX,0.1
OX-XXOOOX,0.010000000000000002
OX-XXO-OX,0.0010000000000000002
OX--XO-OX,0.00010000000000000003
OX--XO--X,0.16419621621621622
OX---O--X,0.12321195070422537
-X---O--X,0.16680513559322038
-----O--X,0.22914130116714704
-OXXXOXO-,1
-OXXXO-O-,0.20900535714285715
--XXXO-O-,0.22500555555555557
--XX-O-O-,0.23891654621848743
--XX-O---,0.1477544882037534
O-OXO-XXX,1
O-OXO--XX,0.281271875
O--XO--XX,0.14639120481927712
O--XO--X-,0.05207178571428572
---XO--X-,0.09936133437500001
OXXOX-O--,0
-XXOX-O--,0.3883572602739726
-X-OX-O--,0.4316188050847458
OXXX-OO-X,0.0010000000000000002
OX-X-OO-X,0.00010000000000000003
-X-X-OO-X,8.500000000000003e-06
-X---OO-X,0.23085043333333335
-X----O-X,0.14691301552162853
OOOX-XXXO,0
-OOX-XXXO,0.0005774647887323945
-OOX-X-XO,0.3814016949152542
--OX-X-XO,0.21170784090909092
--OX-X--O,0.4276477459016394
--OX-X---,0.30364454817708336
--OX-----,0.2189156517460318
XOXXOOOXX,0.1
XOXXOOO-X,0.010000000000000002
X-XXOOO-X,0.0010000000000000002
X--XOOO-X,7.4468085106383e-05
X--X-OO-X,0.20535859154929578
---X-OO-X,0.07087585416666668
---X--O-X,0.09884109480519482
XX-XO-XOO,1
-X-XO-XOO,0.31157307692307695
-X-X--XOO,0.21843247191011236
-X----XOO,0.1950850563380282
-X----XO-,0.13507948063725492
-X-----O-,0.1795221004561654
OXXO--O-X,0
OXXO----X,0.12549563380281692
OX-O----X,0.11686298473282444
OX------X,0.09158381556064076
XOO-OXOXX,0
XO--OXOXX,0.0005789473684210528
XO--O-OXX,6.349206349206352e-05
XO----OXX,0.243004875
XO----OX-,0.061941960784313736
X-----OX-,0.11960161927083336
XXXOOX--O,1
-XXOOX--O,0.3353235294117647
-XX-OX--O,0.20535323943661973
-X--OX--O,0.06895981756756758
----OX---,0.14252336734982335
-OXOXXX-O,1
-O-OXXX-O,0.3857714285714286
-O-OXXX--,0.21316421052631582
-O-OXX---,0.21600058518518522
-O--XX---,0.3725194345771145
-XXXOOO-X,0.0010000000000000002
--XXOOO-X,0.00010000000000000003
--XX-OO-X,1.0000000000000004e-05
--XX-OO--,0.10489289208633094
X--X-OX-O,1
X----OX-O,0.4114376805555556
X-----X-O,0.2984279872979215
XOXXO-OX-,0.0010000000000000002
XO-XO-OX-,5.526315789473686e-05
X--XO-OX-,4.21686746987952e-06
X--XO-O--,0.05810903623188406
XXXXOOOXO,0.1
-XXXOOOXO,0.010000000000000002
-XXXOOOX-,0.0010000000000000002
--XXOOOX-,0.00010000000000000003
--XXOO-X-,7.868852459016397e-06
---XOO-X-,0.18648884496124032
---X-O-X-,0.11079266675461744
-----O-X-,0.22808568045619124
OXOOOXXXX,0.1
OXOOOXX-X,0.010000000000000002
-XOOOXX-X,0.0010000000000000002
-XOOOXX--,0.00010000000000000003
-XO-OXX--,8.247422680412375e-06
--O-OXX--,0.12728640476190478
-X--XOOX-,1
-X--XOO--,0.44107229600000003
-X--XO---,0.3518852761124122
-X---O---,0.2430261323082438
--OOOXXXX,1
--OOOXX-X,0.32863492063492067
---OOXX-X,0.28849808219178086
---OO-X-X,0.3521574
---O--X-X,0.35861837738693475
-OXXOXXOO,0
-OXXOXX-O,0
-OXXOX--O,3.3846153846153855e-05
-OXX-X--O,0.20520306666666668
-OX--X--O,0.15258193798449615
--X--X--O,0.11885873478260872
--X-----O,0.2279878905230126
O-XXOXOXO,0
--XXOXOXO,0.0004838709677419356
--XXO-OXO,7.272727272727276e-05
--XX--OXO,8.192771084337352e-06
--XX--O-O,0.09720039166666668
--XX--O--,0.13188784325699748
O-XOOXXXO,0
--XOOXXXO,0.0005454545454545456
---OOXXXO,6.764705882352943e-05
---O-XXXO,8.051948051948056e-06
-----X--O,0.13824303127802695
-OXXXOOXO,0.010000000000000002
-OXXXO-XO,0.0010000000000000002
-OX-XO-XO,0.3137015151515152
-OX-XO-X-,0.21600733333333336
-OX--O-X-,0.11582315887850468
OXOOXXXOX,0.1
O-OOXXXOX,0.010000000000000002
--OOXXXOX,0.0010000000000000002
--OOXXXO-,0.00010000000000000003
--OOXXX--,8.051948051948056e-06
--OOXX---,0.13776440157480316
---OXX---,0.14450815139240508
XXOXOX--O,0.0005581395348837211
-XOXOX--O,4.074074074074075e-05
-X-XOX--O,1.6455696202531653e-06
-X-XO---O,0.14476611347517732
-X-X----O,0.13948584986876644
---X----O,0.23202259977852355
-OX-O-XOX,0
-OX-O-X-X,0.3738465384615385
-O--O-X-X,0.4157868455882353
----O-X-X,0.3032355926096998
----O---X,0.20531987855463352
XXO-OXO--,0
-XO--XO--,0.15621453571428573
-X---XO--,0.144853265974026
OO-X-XXO-,0.25910757575757576
O--X-XXO-,0.31558753246753246
O--X--XO-,0.16731198360655739
---X--XO-,0.33188909479166673
---X---O-,0.2403464505833957
OXXXX-OOO,0
OXXXX--OO,0.00040579710144927547
O-XXX--OO,0.6387225806451613
O-XXX---O,0.4207831168831169
--X-X---O,0.3400482733021078
O-X---X--,0.33040691591448934
O-----X--,0.23500200775707905
X-XXOOX-O,1
--XXOOX-O,0.31228163265306125
--XX-OX-O,0.37165070588235294
--X--OX-O,0.4763385147058824
X--OX--OX,1
X--OX--O-,0.4899196774193549
X--OX----,0.36386630220048904
O-XO-X--X,1
O--O-X--X,0.37510735
---O-X--X,0.3365817596446701
---O----X,0.3095395005703423
OOO--X-XX,0
O-O--X-XX,0.08890304878048781
O-O--X--X,0.06160600704225353
--O--X---,0.15820781455981944
XXO-XOOX-,1
X-O-XOOX-,0.6000151515151515
X-O-X-OX-,0.4238408139534884
----X-OX-,0.33998429709443106
----X-O--,0.2863298108618234
-OX--XO-X,1
-OX--XO--,0.4171280141843972
--X--XO--,0.29276332234042557
--OXXXXOO,1
--OXX-XOO,0.5197408450704225
--OXX-X-O,0.3290629166666667
--OXX---O,0.49332863571428576
---XX---O,0.3864098545667448
X-OXXOOXO,0
X-OXX-OXO,0.0005822784810126584
X-OX--OXO,3.750000000000001e-05
X-OX---XO,0.08379609195402299
X-OX----O,0.35587001369863014
X--X----O,0.296812354484305
X--OXXOOX,1
X--OXXOO-,0.2755448979591837
X--OXX-O-,0.18783246376811596
X--O-X-O-,0.21985770634920637
X----X-O-,0.19699698244274813
X------O-,0.31311842809929086
XOXOXXOXO,0.1
-OXOXXOXO,0.010000000000000002
-OX-XXOXO,0.0010000000000000002
-O--XXOXO,0.30006666666666665
----XXOXO,0.4361578461538462
----XXO-O,0.3342393623188406
----XX--O,0.3249166171052632
----X---O,0.28982220362999306
XOXXXOOOX,0.1
-OXXXOOOX,0.010000000000000002
-OXXXO-OX,0.0010000000000000002
-OXXXO---,0.19125763888888891
-OX-XO---,0.4613081196581197
-OX-X----,0.33858418772378523
-OX------,0.2308607092511014
OX-XO-X-O,0
-X-XO-X-O,0.13064655913978496
---XO-X-O,0.2589659041095891
---X--X-O,0.3208056530516432
OXXOO-XXO,0
-XXOO-XXO,0
-XXOO--XO,0.398372131147541
-XXO---XO,0.4295466666666667
-XXO----O,0.4722859206349207
OO-XO-XXX,1
OO-XO-X-X,0.24896595744680852
OO-X--X-X,0.09228088607594938
OO-X----X,0.16778606349206351
-O-X----X,0.20460853943298973
-O------X,0.3204331912870572
OXXXOOX-O,0
OXXX-OX-O,0.0005588235294117648
OXXX-O--O,7.000000000000002e-05
OXXX----O,3.8271604938271625e-06
OX-X----O,0.19121340163934428
OX-------,0.15740753249295777
OOOXXOXX-,0
OO-XXOXX-,0.00047252747252747265
OO-XXOX--,0.27145714285714284
O--XXOX--,0.18409511363636366
O--X-OX--,0.13776432283464568
O--X--X--,0.1209570212290503
-X-O-OOXX,0.30000925925925925
-X-O-O-XX,0.419639156626506
-X-O-O--X,0.2467387076923077
X-OXO-OX-,0
X-OXO--X-,0.15043
--OXO--X-,0.1686493880597015
XO-XOXOOX,0
XO-X-XOOX,0.000530120481927711
-O-X-XOOX,0.6344459016393442
-O-X-X-OX,0.3355722857142857
-O-X---OX,0.26113458955223884
OXX-X-O--,0.16701226804123712
OX--X-O--,0.3495002569444445
OX--X----,0.30989858474576276
O-OXXXOX-,1
O-O-XXOX-,0.6241935483870968
O-O-XX-X-,0.40988012048192773
O-O--X-X-,0.1427414265734266
O-OXOXOXX,0
O--XOXOXX,0.00043529411764705895
O--XOXOX-,3.220338983050849e-05
O--X-XOX-,0.21375291666666668
O--X-XO--,0.4187180161290323
---X-XO--,0.2887296310679612
--OXXX-O-,1
--OXX--O-,0.43415521126760565
--OXX----,0.33716782748691104
-OO---XXX,1
-OO---XX-,0.3913471360544218
O-XOXXOXO,0
--XOXXOXO,0.0005000000000000001
--XOX-OXO,0.27798382352941176
--X-X-OXO,0.17489363636363636
--X---OXO,0.14677918120805372
--X---OX-,0.09447846346666669
XOOOXXXXO,0.1
-OOOXXXXO,0.010000000000000002
--OOXXXXO,0.0010000000000000002
--OO-XXXO,0.00010000000000000003
OXXOXXXOO,0.1
OXXO-XXOO,0.010000000000000002
OXXO-XXO-,0.0010000000000000002
OXXO--XO-,0.35300196078431373
OXXO--X--,0.28709177215189874
